09/12/2024 05:46:30 PM logger_jiangdongguo___androidusbcamera INFO <<<<<<<<<<<<<<<<<< Logger setup anew <<<<<<<<<<<<<<<<<<< (utils.py:39) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:30 PM logger_jiangdongguo___androidusbcamera INFO Analyzing repos/repos_400_c_round_two/jiangdongguo___androidusbcamera (install_repos.py:285) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:30 PM logger_jiangdongguo___androidusbcamera INFO Running command: ./gradlew clean (install_repos.py:20) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:30 PM logger_jiangdongguo___androidusbcamera INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/jiangdongguo___androidusbcamera_build.log (install_repos.py:21) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:31 PM logger_jiangdongguo___androidusbcamera DEBUG Starting a Gradle Daemon, 1 incompatible and 1 stopped Daemons could not be reused, use --status for details (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG  (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG FAILURE: Build failed with an exception. (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG  (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG * Where: (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG Settings file '/INSTALL_C/repos/repos_400_c_round_two/jiangdongguo___androidusbcamera/settings.gradle' (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG  (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG * What went wrong: (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG Could not compile settings file '/INSTALL_C/repos/repos_400_c_round_two/jiangdongguo___androidusbcamera/settings.gradle'. (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG > startup failed: (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG General error during semantic analysis: Unsupported class file major version 61 (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG  (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG java.lang.IllegalArgumentException: Unsupported class file major version 61 (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:196) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:177) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:163) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:284) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.AsmDecompiler.parseClass(AsmDecompiler.java:81) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.control.ClassNodeResolver.findDecompiled(ClassNodeResolver.java:251) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.control.ClassNodeResolver.tryAsLoaderClassOrScript(ClassNodeResolver.java:189) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.control.ClassNodeResolver.findClassNode(ClassNodeResolver.java:169) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.control.ClassNodeResolver.resolveName(ClassNodeResolver.java:125) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveClassNullable(AsmReferenceResolver.java:57) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveClass(AsmReferenceResolver.java:44) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveNonArrayType(AsmReferenceResolver.java:79) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveType(AsmReferenceResolver.java:70) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.MemberSignatureParser.createMethodNode(MemberSignatureParser.java:57) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode$2.get(DecompiledClassNode.java:234) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode$2.get(DecompiledClassNode.java:231) (install_repos.py:38) (jiangdongguo___androidusbcamera)
09/12/2024 05:46:33 PM logger_jiangdongguo___androidusbcamera DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode.createMethodNode(DecompiledClassNode.java:242) (install_repos.py:38) (jiangdongguo___androidusbcamera)
